Rank,Name,Ticker,Market cap,Price,Circulating supply
69,eCash,XEC,477666243.19,2.453e-05,19475904673093
70,KuCoin Token,KCS,474040934.78,4.9005,96732986
71,PAX Gold,PAXG,467595250.39,1876.76,249150
72,Tether Gold,XAUt,467530450.3,1896.49,246524
73,Chiliz,CHZ,464569995.74,0.06535,7109045988
74,Gala,GALA,461111674.15,0.02005,22999654740
75,Klaytn,KLAY,455060181.55,0.1425,3193856823
76,Frax Share,FXS,442661081.79,6.055,73107010
77,Pepe,PEPE,439529431.49,1.12e-06,391790000000000
78,Curve DAO Token,CRV,426453358.28,0.499,854609997
79,Zcash,ZEC,410317912.08,25.13,16328269
80,IOTA,MIOTA,408947455.49,0.1471,2779530283
81,Conflux,CFX,410686308.35,0.1296,3168348223
82,BitTorrent(New),BTT,408157228.65,4.3e-07,951421714286000
83,Casper,CSPR,407743514.57,0.03621,11260541244
84,Terra Classic,LUNC,393801329.56,6.773e-05,5813983294917
85,Mina,MINA,393310293.13,0.4122,954264108
86,Sui,SUI,393572265.52,0.5442,723162190
87,Huobi Token,HT,387662997.61,2.3895,162233844
88,GateToken,GT,373851817.18,3.8925,96043730
89,Trust Wallet Token,TWT,364705281.61,0.8753,416649900
90,Gemini Dollar,GUSD,361258842.73,0.9982,361899316
91,GMX,GMX,339696896.75,37.91,8959484
92,Compound,COMP,330852120.0,42.37,7807992
93,Nexo,NEXO,329221881.92,0.5879,560000011
94,APENFT,NFT,313028697.22,3.2e-07,990105683025577
95,Dash,DASH,308446197.15,27.02,11416457
96,WOO Network,WOO,303215404.64,0.1747,1735668828
97,Flare,FLR,301815324.08,0.0133,22687786519
98,dYdX,DYDX,300181868.66,1.9211,156256174
99,Akash Network,AKT,299636530.11,1.3797,217179586
100,Arweave,AR,294303201.65,4.4963,65454185
101,PancakeSwap,CAKE,292007600.41,1.3158,221923324
102,Astar,ASTR,285796763.6,0.06067,4710702307
103,Bone ShibaSwap,BONE,282919066.86,1.2305,229923351
104,MX TOKEN,MX,273707344.39,2.7371,100000000
105,Sei,SEI,272208169.82,0.1512,1800000000
106,Zilliqa,ZIL,271260088.27,0.0171,15867699447
107,Gnosis,GNO,263562020.2,101.78,2589588
108,Helium,HNT,262756894.08,1.8255,143934821
109,Basic Attention Token,BAT,261719413.42,0.1757,1489950992
110,1inch Network,1INCH,257844386.43,0.2503,1030062711
111,Loopring,LRC,247711974.04,0.186,1331547705
112,Chia,XCH,246093222.84,29.9,8231866
113,SafePal,SFP,239613602.02,0.4792,500000000
114,Enjin Coin,ENJ,244411216.8,0.2444,1000000000
115,Ethereum Name Service,ENS,240936122.86,8.1351,29617026
116,Oasis Network,ROSE,237685327.49,0.04151,5725718533
117,Qtum,QTUM,235939918.66,2.2523,104755842
118,Convex Finance,CVX,232574544.3,2.9153,79777803
119,Mask Network,MASK,228574669.28,2.7837,82112500
120,NEM,XEM,228873720.53,0.02543,8999999999
121,Bitcoin Gold,BTG,225510869.08,12.88,17513924
122,SingularityNET,AGIX,223417097.87,0.1821,1227214306
123,Celo,CELO,218479053.4,0.4297,508448178
124,Theta Fuel,TFUEL,214511155.94,0.03431,6251520438
125,Osmosis,OSMO,213298988.27,0.433,492590761
126,Decred,DCR,204794292.59,13.28,15426330
127,Ravencoin,RVN,203700597.18,0.01581,12881600235
128,Ankr,ANKR,203535417.85,0.02035,10000000000
129,Blur,BLUR,194843958.24,0.2268,858915744
130,Holo,HOT,192939536.17,0.001122,171892466862
131,Ocean Protocol,OCEAN,189249713.65,0.3087,613099141
132,Balancer,BAL,189085706.87,3.6615,51640984
133,yearn.finance,YFI,188246862.49,5697.06,33043
134,Worldcoin,WLD,185953304.75,1.4688,126604237
135,JUST,JST,184604897.56,0.02074,8902080000
136,STEPN,GMT,184288579.97,0.1681,1096116375
137,Golem,GLM,181866146.95,0.1819,1000000000
138,FLOKI,FLOKI,178638874.56,1.893e-05,9435134505540
139,Livepeer,LPT,178286260.04,6.1991,28759934
140,Audius,AUDIO,176033587.21,0.1591,1106620023
141,aelf,ELF,175210058.32,0.2811,623204127
142,Aragon,ANT,174602079.5,4.3618,40029852
143,Threshold,T,174990124.95,0.01965,8906248017
144,Kusama,KSM,173367092.67,20.47,8470098
145,Waves,WAVES,172240433.76,1.5341,112271224
146,JasmyCoin,JASMY,169096499.25,0.003458,48899999999
147,Fetch.ai,FET,168156612.13,0.205,820154587
148,ICON,ICX,168076490.28,0.1741,965224570
149,Illuvium,ILV,159430033.58,45.29,3520525
150,Siacoin,SC,159193345.85,0.0029,54894322698
151,Terra,LUNA,157135947.39,0.4449,353199196
152,Solar,SXP,154885048.85,0.2694,574970413
153,TomoChain,TOMO,153027457.83,1.5804,96830754
154,0x Protocol,ZRX,151673338.51,0.179,847496055
155,EthereumPoW,ETHW,150785942.68,1.3985,107818999
156,ssv.network,SSV,149516211.09,14.95,10000000
157,Merit Circle,MC,147254095.82,0.3475,423711030
158,Hive,HIVE,148254420.34,0.2961,500749243
159,Moonbeam,GLMR,143139802.0,0.2007,713229412
160,Ontology,ONT,142746387.2,0.1631,875249524
161,UniBot,UNIBOT,142468451.42,142.47,1000000
162,WAX,WAXP,140367715.61,0.04201,3341237242
163,IoTeX,IOTX,137641044.2,0.01457,9445121142
164,Band Protocol,BAND,137281838.9,1.031,133157058
165,MAGIC,MAGIC,136693536.07,0.6138,222695095
166,Biconomy,BICO,136711993.53,0.2189,624610465
167,IOST,IOST,136150425.89,0.007277,18708894189
168,SushiSwap,SUSHI,135741669.47,0.5877,230963421
169,Axelar,AXL,135639724.98,0.3683,368283146
170,Harmony,ONE,135304006.22,0.01005,13465464535
171,TerraClassicUSD,USTC,131644955.45,0.01345,9789665789
172,Ribbon Finance,RBN,123409692.07,0.2285,539981123
173,BORA,BORA,120593317.45,0.1214,993750000
174,MobileCoin,MOB,115266324.08,0.5902,195286109
175,Core,CORE,115012741.67,0.7449,154396997
176,Nervos Network,CKB,114323407.17,0.002728,41903482798
177,DAO Maker,DAO,113651663.53,0.7896,143942531
178,DigiByte,DGB,113455163.08,0.006898,16446506005
179,Stargate Finance,STG,112919352.7,0.5526,204338417
180,Kadena,KDA,110411825.8,0.4544,242959474
181,UMA,UMA,104142966.66,1.4194,73368827
182,SKALE,SKL,103994991.66,0.02225,4673852671
183,Flux,FLUX,103153556.78,0.3258,316632937
184,Horizen,ZEN,101115504.13,7.2052,14033775
185,Alchemy Pay,ACH,99744979.43,0.01502,6641585323
186,Galxe,GAL,97356652.36,1.1469,84890333
187,Everscale,EVER,95803621.61,0.05316,1802131633
188,Reserve Rights,RSR,95208193.21,0.001882,50600000000
189,PlayDapp,PLA,95242548.26,0.17,560128667
190,Kyber Network Crystal v2,KNC,93507294.93,0.5482,170576972
191,Lisk,LSK,93108203.2,0.7223,128900445
192,Celer Network,CELR,92539271.49,0.01195,7743424107
193,Storj,STORJ,91286430.48,0.2369,385414782
194,Cartesi,CTSI,90694660.61,0.1221,742552410
195,Centrifuge,CFG,88763733.56,0.2464,360263043
196,Pundi X (New),PUNDIX,88883474.63,0.3439,258491637
197,Status,SNT,89092465.96,0.02308,3859379858
198,Amp,AMP,88300117.35,0.002091,42227702186
199,Vulcan Forged PYR,PYR,88249573.06,3.2466,27182227
200,Open Campus,EDU,84131179.85,0.4489,187395833
