Rank,Name,Ticker,Market cap,Price,Circulating supply
38,VeChain,VET,1287132194.93,0.0177,72714516834
39,NEAR Protocol,NEAR,1259316163.22,1.3373,941671517
40,Quant,QNT,1229301453.15,101.82,12072738
41,Optimism,OP,1219617887.38,1.7017,716708907
42,Maker,MKR,1194130475.05,1221.45,977631
43,XDC Network,XDC,1052439235.19,0.07596,13854519520
44,Aave,AAVE,954703246.96,65.8,14509466
45,The Graph,GRT,953104342.21,0.1045,9124094241
46,Algorand,ALGO,856704618.91,0.1097,7808974658
47,The Sandbox,SAND,832677016.24,0.4046,2057931926
48,Axie Infinity,AXS,815635612.07,5.805,140506242
49,Stacks,STX,806578248.79,0.5771,1397560702
50,EOS,EOS,800172929.3,0.7281,1098956393
51,Immutable,IMX,798478125.42,0.738,1081888200
52,MultiversX,EGLD,797843051.2,30.92,25802433
53,Tezos,XTZ,761355310.19,0.8034,947723923
54,USDD,USDD,741224847.08,0.9981,742656110
55,Theta Network,THETA,721220434.43,0.7212,1000000000
56,Decentraland,MANA,707697018.39,0.3738,1893095371
57,ApeCoin,APE,684884799.56,1.8581,368593750
58,Synthetix,SNX,682181789.18,2.5429,268269452
59,Bitcoin SV,BSV,681177355.25,35.36,19266077
60,Fantom,FTM,663734584.34,0.2369,2801790705
61,Injective,INJ,660839616.69,7.8901,83755556
62,Render,RNDR,600752614.76,1.6254,369614008
63,Neo,NEO,597353252.86,8.4684,70538831
64,Flow,FLOW,572820018.88,0.5528,1036200000
65,Kava,KAVA,565692465.8,0.8357,676894375
66,eCash,XEC,566621696.61,2.911e-05,19463442173093
67,Rocket Pool,RPL,549006338.3,27.98,19620795
68,Chiliz,CHZ,546698915.98,0.0769,7108895988
69,Conflux,CFX,543644443.18,0.1767,3076880815
70,KuCoin Token,KCS,540975438.12,5.5925,96732986
71,Curve DAO Token,CRV,532254078.93,0.6115,870395117
72,Gala,GALA,531278379.48,0.02349,22613440615
73,Pax Dollar,USDP,505112903.3,0.9962,507056423
74,Klaytn,KLAY,490663006.76,0.1563,3138265041
75,PAX Gold,PAXG,481793753.06,1940.03,248343
76,Zcash,ZEC,478713977.37,29.32,16328269
77,Tether Gold,XAUt,478367461.62,1940.45,246524
78,GMX,GMX,474338433.43,53.09,8933968
79,Frax Share,FXS,471953069.53,6.4832,72796268
80,IOTA,MIOTA,471316025.83,0.1696,2779530283
81,Terra Classic,LUNC,457960350.27,7.872e-05,5817470416569
82,Pepe,PEPE,452899960.65,1.16e-06,391790000000000
83,Casper,CSPR,455257808.76,0.04056,11223919787
84,BitTorrent(New),BTT,442718764.03,4.7e-07,951421714286000
85,Compound,COMP,442340488.5,56.76,7793118
86,Huobi Token,HT,431427960.84,2.6593,162233844
87,Sui,SUI,427743446.87,0.5915,723162190
88,Mina,MINA,412765194.5,0.4361,946570236
89,GateToken,GT,393539891.67,4.0975,96044683
90,Bone ShibaSwap,BONE,381765630.81,1.6604,229923351
91,Trust Wallet Token,TWT,370885710.23,0.8902,416649900
92,Dash,DASH,369853328.73,32.45,11398857
93,Nexo,NEXO,360670735.02,0.6441,560000011
94,Gemini Dollar,GUSD,356775141.7,0.9888,360814035
95,Arweave,AR,341893802.06,5.2234,65454185
96,Zilliqa,ZIL,320365948.59,0.02019,15867699447
97,dYdX,DYDX,318181231.36,2.0363,156256174
98,APENFT,NFT,316386977.54,3.2e-07,990105683025577
99,THORChain,RUNE,316178381.01,0.9315,339429574
100,PancakeSwap,CAKE,315280785.42,1.4888,211767392
101,Basic Attention Token,BAT,312798300.81,0.21,1489852087
102,1inch Network,1INCH,313407129.55,0.305,1027530418
103,WOO Network,WOO,305929578.11,0.1775,1723725337
104,Flare,FLR,300926822.59,0.01453,20716227655
105,Helium,HNT,298731703.76,2.0755,143934821
106,Loopring,LRC,288593273.58,0.2167,1331547705
107,Enjin Coin,ENJ,287312177.32,0.2873,1000000000
108,Gnosis,GNO,286713361.3,110.72,2589588
109,Mask Network,MASK,285781406.39,3.4804,82112500
110,MX TOKEN,MX,275848315.81,2.7585,100000000
111,Qtum,QTUM,270049126.98,2.5779,104755842
112,Oasis Network,ROSE,270882098.32,0.04731,5725718533
113,NEM,XEM,269904981.07,0.02999,8999999999
114,Bitcoin Gold,BTG,265131711.04,15.14,17513924
115,Ethereum Name Service,ENS,258282132.02,8.9849,28746190
116,Convex Finance,CVX,257540469.14,3.2408,79468531
117,SingularityNET,AGIX,257067755.86,0.2095,1227214306
118,Celo,CELO,256155974.79,0.5038,508448178
119,Theta Fuel,TFUEL,254298549.23,0.04078,6235334713
120,Blur,BLUR,247332878.03,0.3004,823244482
121,Chia,XCH,246343207.03,30.41,8101971
122,Worldcoin,WLD,243902602.73,2.0413,119482148
123,Ankr,ANKR,241585777.85,0.02416,10000000000
124,Ravencoin,RVN,230991041.65,0.018,12831541020
125,Astar,ASTR,224359594.2,0.04993,4493117550
126,Osmosis,OSMO,224413593.41,0.4556,492590761
127,Decred,DCR,223844551.95,14.54,15390868
128,Holo,HOT,221590629.81,0.00129,171827466862
129,Balancer,BAL,221007093.96,4.2976,51426281
130,FLOKI,FLOKI,213833106.53,2.266e-05,9434903783633
131,SafePal,SFP,212623908.62,0.4252,500000000
132,yearn.finance,YFI,211539475.07,6403.1,33037
133,Waves,WAVES,212032249.96,1.8906,112149634
134,JUST,JST,209767829.67,0.02356,8902080000
135,Ocean Protocol,OCEAN,209316588.31,0.3414,613099141
136,Threshold,T,208529782.02,0.02341,8906248017
137,Golem,GLM,207265804.8,0.2073,1000000000
138,STEPN,GMT,206630174.35,0.2044,1011066297
139,ICON,ICX,202086535.61,0.2096,964245303
140,Audius,AUDIO,201278150.77,0.1819,1106620023
141,Siacoin,SC,198469982.77,0.003619,54834190196
142,Terra,LUNA,192685822.8,0.5662,340323370
143,Solar,SXP,187434812.71,0.3268,573462003
144,JasmyCoin,JASMY,186777727.95,0.003825,48829999999
145,0x Protocol,ZRX,185682095.18,0.2191,847496055
146,Kusama,KSM,185983846.44,21.96,8470098
147,EthereumPoW,ETHW,183360253.94,1.7006,107818999
148,aelf,ELF,174107577.4,0.2795,622920803
149,Hive,HIVE,173917281.05,0.3473,500749243
150,ssv.network,SSV,173441532.08,17.34,10000000
151,Illuvium,ILV,169205207.61,48.3,3502916
152,MAGIC,MAGIC,167913124.94,0.7583,221422725
153,Aragon,ANT,167623056.3,4.1875,40029852
154,Ontology,ONT,166651534.6,0.1904,875249524
155,IoTeX,IOTX,166772242.33,0.01766,9445494947
156,WAX,WAXP,166931944.5,0.05004,3335950273
157,Band Protocol,BAND,162076962.98,1.2214,132700769
158,IOST,IOST,162138701.08,0.008666,18708894189
159,Fetch.ai,FET,161428122.55,0.1966,820945043
160,SushiSwap,SUSHI,158232947.18,0.6852,230924916
161,Moonbeam,GLMR,158017174.25,0.2279,693388269
162,Harmony,ONE,154902826.26,0.01152,13448538801
163,TomoChain,TOMO,152749080.21,1.4996,101860301
164,TerraClassicUSD,USTC,148622741.16,0.01518,9790569373
165,Biconomy,BICO,146767930.1,0.235,624610465
166,Yield Guild Games,YGG,143468172.12,0.5459,262787122
167,BORA,BORA,141756148.82,0.1426,993750000
168,UniBot,UNIBOT,140169014.9,140.17,1000000
169,MobileCoin,MOB,138938441.65,0.7115,195286109
170,Axelar,AXL,137633704.49,0.391,351971832
171,Horizen,ZEN,131135345.98,9.3776,13983844
172,Core,CORE,130408054.25,0.8619,151303687
173,DigiByte,DGB,129741541.88,0.007904,16415480096
174,Stargate Finance,STG,128858703.58,0.6306,204338417
175,Kadena,KDA,127524632.57,0.5266,242143978
176,SKALE,SKL,126134773.53,0.02699,4673852671
177,API3,API3,119091548.92,1.378,86421978
178,Nervos Network,CKB,122942476.75,0.002946,41731710961
179,Flux,FLUX,121163754.69,0.3835,315920580
180,UMA,UMA,119342325.35,1.6282,73295388
181,Livepeer,LPT,117196775.58,4.0938,28627902
182,Kyber Network Crystal v2,KNC,116017469.57,0.6807,170435505
183,DAO Maker,DAO,116339236.0,0.8082,143942531
184,Alchemy Pay,ACH,113788989.43,0.01729,6581843921
185,Ribbon Finance,RBN,112995481.77,0.2093,539997441
186,Storj,STORJ,111514087.67,0.2914,382651385
187,Lisk,LSK,109386156.53,0.8486,128900445
188,Open Campus,EDU,106934884.0,0.5706,187395833
189,Celer Network,CELR,107520809.78,0.01416,7592840545
190,Cartesi,CTSI,107563449.92,0.1449,742552410
191,Centrifuge,CFG,107900531.26,0.2995,360263043
192,JOE,JOE,105572057.05,0.3138,336436965
193,Amp,AMP,103214676.13,0.002444,42227702186
194,Galxe,GAL,102227556.7,1.2042,84890333
195,Reserve Rights,RSR,102026467.85,0.002016,50600000000
196,Everscale,EVER,101074563.32,0.05631,1794933598
197,Pundi X (New),PUNDIX,100215920.74,0.3877,258491637
198,Liquity,LQTY,99908803.3,1.0749,92944862
199,MiL.k,MLK,97452970.29,0.3252,299688237
200,Merit Circle,MC,96692418.98,0.2308,418862405
